projectID,sciVocTopics
101117146,"['virology', 'immunology', 'pattern recognition', 'mammalogy', 'homeostasis']"
101117155,"['history', 'exoplanetology']"
101117156,"['ophthalmology', 'data processing', 'computational intelligence']"
101117173,"['demography', 'social inequalities']"
101117175,"['biochemistry', 'fibers', 'bacteriology', 'immunology', 'homeostasis']"
101117186,"['DNA', 'cell biology', 'chromosomes', 'genomes', 'homeostasis']"
101117204,"['bacteriology', 'virology', 'ecology', 'biosphera', 'genomes']"
101117227,"['neurobiology', 'proteomics', 'gene therapy', 'cell biology', 'genomes']"
101117232,['productivity']
101117234,['data mining']
101117240,"['microfluidics', 'biomolecules', 'soft matter physics', 'energy and fuels']"
101117243,"['political violence', 'ethnology', 'psychology', 'employment', 'human migrations']"
101117251,"['genetics', 'machine learning', 'obesity']"
101117265,"['history', 'demography']"
101117267,"['pathophysiology', 'mammalogy']"
101117269,"['protein folding', 'sensors', 'machine learning', 'homeostasis']"
101117270,"['electrolysis', 'transition metals', 'alcohols', 'catalysis', 'energy and fuels']"
101117274,"['semiconductivity', 'transportation engineering', 'spectroscopy']"
101117299,"['quantum physics', 'superconductivity', 'law']"
101117300,"['neurobiology', 'virtual reality']"
101117317,['oceanography']
101117322,"['differential equations', 'proteins', 'microscopy', 'biophysics', 'machine learning']"
101117324,"['genetics', 'super resolution microscopy', 'immunology']"
101117327,"['demography', 'family studies', 'social inequalities', 'gender equality', 'employment']"
101117328,"['mortality', 'vascular diseases', 'surgery', 'stem cells']"
101117338,"['geometry', 'theoretical physics']"
101117339,"['stem cells', 'mutation', 'RNA', 'leukemia']"
101117370,['employment']
101117373,"['igneous petrology', 'geochronology', 'isotope geochemistry']"
101117388,"['social inequalities', 'productivity']"
101117392,"['DNA', 'cell biology', 'microscopy', 'lipids']"
101117395,['sign language']
101117399,"['biosensors', 'synthetic biology', 'deep learning', 'sustainable economy', 'enzymes']"
101117404,"['prehistory', 'DNA', 'infectious diseases', 'human migrations']"
101117408,"['medieval history', 'evolutionary biology', 'deep learning', 'history of literature']"
101117412,"['electromagnetism', 'history']"
101117421,"['gene therapy', 'DNA', 'oncology', 'embryology', 'genomes']"
101117423,"['biodiversity conservation', 'ecosystems']"
101117424,"['fermions', 'spectroscopy']"
101117427,"['public policies', 'climatology', 'civil society', 'political economy']"
101117429,"['eastern religions', 'databases']"
101117433,"['semiconductivity', 'ceramics', 'telecommunications', 'laser physics', 'spectroscopy']"
101117435,"['drug allergy', 'drug resistance', 'mutation', 'leukemia', 'genomes']"
101117436,"['proteomics', 'virology', 'viral genomes', 'oncology', 'chromosomes']"
101117441,['computational intelligence']
101117443,"['governance', 'planets', 'ecosystems', 'climatic changes']"
101117449,"['history', 'biodiversity conservation', 'ecosystems']"
101117455,"['neutron stars', 'satellite technology', 'dark matter', 'galaxy evolution', 'supernova']"
101117462,"['satellite technology', 'revolutions', 'climatic changes']"
101117469,"['artificial intelligence', 'internet of things', 'mortality', 'wearable medical technology ']"
101117470,['immunology']
101117471,"['neurobiology', 'optical sensors', 'microscopy', 'ultrasound']"
101117478,"['crystals', 'superconductivity']"
101117483,"['governance', 'satellite technology']"
101117487,"['nucleic acids', 'super resolution microscopy', 'proteins', 'cell biology', 'lipids']"
101117510,"['neutrinos', 'dark matter', 'celestial mechanics', 'physical cosmology', 'photons']"
101117517,"['evolutionary biology', 'mammalogy', 'chromosomes', 'genomes', 'physical geography']"
101117528,"['nucleic acids', 'DNA', 'proteins', 'RNA', 'nano-materials']"
101117530,"['photocatalysis', 'revolutions', 'energy and fuels', 'nanophotonics']"
101117537,"['didactics', 'economics', 'social inequalities', 'machine learning', 'human migrations']"
101117541,"['celestial mechanics', 'galaxy evolution', 'observational astronomy']"
101117542,['machine learning']
101117555,"['stem cells', 'mutation', 'homeostasis', 'enzymes']"
101117556,['topology']
101117579,"['supercomputers', 'multiphysics', 'additive manufacturing', 'laser physics']"
101117587,"['sensors', 'data processing']"
101117619,"['DNA', 'proteins', 'lipids', 'mutation', 'structural biology']"
101117624,"['data science', 'gravitational waves', 'black holes', 'machine learning']"
101117633,['democracy']
101117639,"['genetics', 'virology', 'infectious diseases', 'carbohydrates']"
101117644,['leukemia']
101117670,['climatic changes']
101117675,['sustainable transport']
101117693,"['comets', 'exoplanetology']"
101117700,"['elections', 'sustainable transport']"
101117710,"['neurobiology', 'proteins', 'dementia', 'RNA', 'amyotrophic lateral sclerosis']"
101117716,['employment']
101117736,['oncology']
101117737,"['reinforcement learning', 'computational neuroscience']"
101117745,['malaria']
101117758,"['thermodynamics', 'materials engineering', 'machine learning']"
101117759,"['neurobiology', 'developmental biology', 'stem cells', 'geometry', 'embryology']"
101117769,"['proteomics', 'bacteriology', 'amines', 'genomes', 'enzymes']"
101117770,"['neurobiology', 'public health', 'mammalogy']"
101117791,['cognitive neuroscience']
101117820,"['bacteriology', 'mathematical model']"
101117824,['linguistics']
101117835,"['mathematical physics', 'data mining', 'spintronics', 'solid-state physics']"
101117844,['employment']
101117845,"['quantum physics', 'quantum computers', 'nanophotonics', 'photons']"
101117858,"['super resolution microscopy', 'nonlinear optics', 'photovoltaic']"
101117861,"['neurobiology', 'proteins', 'mutation', 'homeostasis']"
101117863,['bacteriology']
101117864,"['modern history', 'contemporary history']"
101117868,"['super resolution microscopy', 'mycology', 'heredity', 'chromosomes', 'genomes']"
101117882,['quantum computers']
101117888,"['renewable energy', 'science and technology studies', 'climatic changes']"
101117889,"['elections', 'climatic changes']"
101117891,"['bacteriology', 'synthetic biology', 'DNA', 'antibiotics']"
101117893,"['cell biology', 'lipids', 'breast cancer', 'nutrition', 'amines']"
101117895,"['didactics', 'history', 'digital humanities', 'philosophy']"
101117905,"['automation', 'oncology', 'mass spectrometry']"
101117931,"['proteins', 'agriculture']"
101117940,"['internet of things', 'mortality', 'history', 'epidemiology', 'tuberculosis']"
101117951,['molecular engineering']
101117958,"['condensed matter physics', 'thermodynamic engineering', 'two-dimensional nanostructures', 'atomic physics', 'semiconductivity']"
101117989,"['neurobiology', 'virology', 'mutation', 'genomes', 'computational intelligence']"
101118002,"['drug discovery', 'oncology']"
101118013,"['DNA', 'drug resistance', 'breast cancer', 'RNA']"
101118016,"['governance', 'arts', 'revolutions', 'gender equality', 'civil society']"
101118063,"['governance', 'sustainable agriculture', 'nutrition', 'climatic changes', 'law']"
101118064,"['graphene', 'thermodynamics']"
101118079,"['colors', 'pathophysiology', 'oncology', 'magnetic resonance imaging']"
101118083,"['hydrology', 'planets', 'computational science', 'ecosystems', 'biogeochemistry']"
101118089,"['neurobiology', 'sensors', 'deep learning', 'stroke', 'implants']"
101118123,['simulation software']
101118127,"['renewable energy', 'waste management', 'land management', 'climate change adaptation', 'biomaterials']"
101118129,"['wastewater treatment processes', 'semiconductivity', 'alcohols', 'energy and fuels', 'botany']"
101118139,"['software', 'supercomputers']"
101118217,"['ecosystems', 'civil society']"
101118239,"['liquid fuels', 'solar energy', 'electrolysis', 'distillation', 'biofuels']"
101118241,"['energy and fuels', 'biofuels', 'biomass']"
101118265,"['employment', 'fermentation']"
101118270,['biomass']
101118278,['ecosystems']
101118286,"['alcohols', 'transport', 'energy and fuels', 'waste treatment processes', 'biofuels']"
101118296,"['thermodynamic engineering', 'electrolysis', 'satellite technology', 'compost', 'biomass']"
101118318,['energy and fuels']
101118369,"['entrepreneurship', 'carbon capture engineering']"
101118420,"['nanotechnology', 'civil society', 'climatic changes', 'sustainable economy']"
101118430,"['skin cancer', 'dermatology', 'plasma physics', 'laser physics']"
101118491,"['volcanology', 'mineralogy']"
101118511,"['automation', 'productivity']"
101118519,"['paleoclimatology', 'planets', 'biosphera', 'climatic changes', 'glaciology']"
101118521,"['synthetic biology', 'proteins', 'deep learning', 'RNA', 'genomes']"
101118531,"['cartography', 'inflammatory bowel disease', 'colorectal cancer', 'microbiology', 'homeostasis']"
101118536,"['malaria', 'parasitology', 'genetic engineering', 'invertebrate zoology']"
101118558,"['history', 'computer and information sciences', 'ecosystems', 'geology']"
101118565,['ethnoarchaeology']
101118581,"['exoplanetology', 'observational astronomy']"
101118625,"['productivity', 'nutrition', 'contemporary history', 'glaciology', 'philosophy']"
101118626,"['surgery', 'colorectal cancer', 'robotics', 'diagnostic imaging']"
101118631,"['biochemistry', 'genetics', 'thermodynamics', 'biomass', 'biogeochemistry']"
101118656,"['neurobiology', 'proteins', 'electron microscopy', 'structural biology']"
101118693,"['data science', 'ecosystems', 'climatic changes', 'simulation software', 'biogeochemistry']"
101118729,"['genetics', 'cognitive neuroscience', 'cell biology', 'mammalogy', 'ethology']"
101118739,"['neurobiology', 'mammalogy']"
101118744,"['neurobiology', 'proteins', 'ultrasound']"
101118756,"['eHealth', 'public health', 'natural language processing']"
101118768,"['electrocatalysis', 'coating and films', 'machine learning', 'active learning', 'energy conversion']"
101118769,"['sustainability sciences', 'proteins', 'planets', 'climatic changes', 'structural biology']"
101118787,"['particle physics', 'quantum physics', 'big bang', 'geometry', 'combinatorics']"
101118811,"['geochemistry', 'organic chemistry', 'mineralogy']"
101118866,"['gene therapy', 'DNA', 'developmental biology', 'chromosomes', 'mathematical model']"
101118880,"['mortality', 'DNA', 'cinematography', 'mathematical model']"
101118890,"['biochemistry', 'virology', 'ecology']"
101118911,"['particle physics', 'quantum physics', 'dark matter']"
101118915,"['optoelectronics', 'spectroscopy']"
101118919,"['virology', 'immunology', 'gerontology', 'mammalogy', 'genomes']"
101118931,"['photochemistry', 'proteins', 'lipids']"
101118934,"['eastern religions', 'history', 'anthropology', 'history of literature', 'digital humanities']"
101118936,['immunotherapy']
101118938,['microfluidics']
101118977,"['graphic design', 'volatile organic compounds']"
101118999,"['drug discovery', 'immunology', 'lipids', 'oncology', 'catalysis']"
101119058,"['hydrocarbons', 'energy and fuels', 'atmospheric pressure']"
101119062,"['internet', 'sensors', 'semiconductivity', 'entomology', 'computational intelligence']"
101119142,"['proteins', 'electron microscopy', 'mass spectrometry', 'structural biology']"
101119164,"['palynology', 'data mining', 'underwater archaeology', 'geomorphology', 'machine learning']"
101119258,"['prehistory', 'anthropology', 'coastal and estuarine hydraulics', 'oceanography', 'bioarchaeology']"
101119261,"['analytical chemistry', 'pharmaceutical drugs', 'pollution', 'ecosystems', 'antibiotic resistance']"
101119277,"['distillation', 'bioeconomy', 'catalysis']"
101119286,"['graphene', 'composites', 'coating and films']"
101119297,"['cognitive neuroscience', 'productivity', 'acoustics', 'otorhinolaryngology', 'employment']"
101119349,['governance']
101119358,"['entrepreneurship', 'machine learning']"
101119370,"['pharmaceutical drugs', 'oncology', 'pathology']"
101119387,['ecosystems']
101119427,"['breast cancer', 'leukemia']"
101119433,['stroke']
101119437,"['hydrology', 'image recognition', 'super resolution microscopy', 'multiphysics', 'numerical analysis']"
101119442,"['quantum chemistry', 'microscopy', 'machine learning', 'botany', 'spectroscopy']"
101119451,"['sustainable architecture', 'science and technology studies', 'social anthropology', 'urban studies']"
101119457,"['pandemics', 'social inequalities', 'immunology', 'gender equality', 'molecular biology']"
101119464,"['prostate cancer', 'epidemiology']"
101119473,"['biosensors', 'graphene', 'biomolecules', 'oncology', 'metalloids']"
101119480,['ecosystems']
101119486,"['seismology', 'carbon capture engineering', 'geothermal energy']"
101119489,"['two-dimensional nanostructures', 'computer vision', 'sensors', 'computational intelligence']"
101119492,['carbohydrates']
101119497,"['public health', 'mortality', 'immunology', 'nutrition']"
101119499,"['bacteriology', 'virology', 'proteins', 'carbohydrates', 'antivirals']"
101119501,"['artificial intelligence', 'ophthalmology', 'optics', 'physiology', 'pharmacology and pharmacy']"
101119504,"['genetics', 'inflammatory bowel disease', 'physiology', 'organ on a chip', 'kidney diseases']"
101119511,"['linguistics', 'software']"
101119527,"['reinforcement learning', 'transportation engineering', 'power engineering', 'air traffic management', 'heuristic programming']"
101119534,"['bacteriology', 'tuberculosis', 'antibiotics', 'employment', 'structural biology']"
101119547,"['cryptography', 'commerce']"
101119552,"['quantum computers', 'deep learning', 'geometry']"
101119554,"['artificial intelligence', 'internet of things']"
101119555,"['fisheries', 'innovation management', 'hydrology', 'sustainable economy', 'water management']"
101119556,"['oncology', 'ecosystems', 'deep learning', 'partial differential equations', 'geothermal energy']"
101119574,"['pharmaceutical drugs', 'catalysis']"
101119590,"['artificial intelligence', 'data science', 'ethical principles', 'automation']"
101119596,"['neurobiology', 'public health', 'alzheimer']"
101119598,"['renewable energy', 'entrepreneurship', 'nanotechnology']"
101119601,"['carbohydrates', 'oncology']"
101119602,"['transition metals', 'computer security']"
101119603,"['smart cities', 'urban studies', 'transport', 'water management', 'sustainable building']"
101119613,"['pharmaceutical drugs', 'super resolution microscopy']"
101119614,"['entrepreneurship', 'robotics']"
101119624,"['internet', 'entrepreneurship', 'sensors']"
101119633,"['proteomics', 'mutation', 'oncology']"
101119643,['entrepreneurship']
101119647,"['cognitive neuroscience', 'substance abuse', 'dementia', 'computational neuroscience', 'cognitive psychology']"
101119652,"['signal processing', 'machine learning', 'telecommunications']"
101119681,"['software', 'robotics']"
101119700,"['marine biology', 'governance', 'biodiversity conservation', 'ecosystems', 'oceanography']"
101119711,"['artificial intelligence', 'manufacturing engineering', 'fuel cells', 'laser physics']"
101119714,"['dairy', 'ecosystems', 'agriculture', 'robotics']"
101119715,"['databases', 'inorganic compounds', 'alkaline earth metals']"
101119726,"['mortality', 'surgery', 'thermodynamic engineering', 'antibiotic resistance']"
101119729,"['microfluidics', 'microscopy', 'oncology']"
101119738,"['entrepreneurship', 'oncology', 'implants']"
101119744,"['artificial intelligence', 'robotics', 'photovoltaic']"
101119745,"['neurobiology', 'behavioural psychology', 'proteomics', 'alkaline earth metals', 'RNA']"
101119746,"['operating systems', 'internet', 'cryptography', 'quantum computers']"
101119747,"['software', 'ecosystems', 'computer security']"
101119767,"['biocomposites', 'coating and films', 'additive manufacturing', 'sustainable economy', 'machine learning']"
101119769,"['marine biology', 'seismology', 'biodiversity conservation', 'acoustics', 'pollution']"
101119774,"['drones', 'deep learning', 'computational intelligence']"
101119780,"['coronaviruses', 'computer and information sciences', 'climatic changes', 'energy conversion', 'photovoltaic']"
101119786,"['recycling', 'polymer sciences', 'sustainable economy']"
101119795,"['bacteriology', 'nanotechnology', 'immunology', 'carbohydrates', 'antibiotics']"
101119800,"['automation', 'cinematography', 'sustainable economy']"
101119805,"['electrolysis', 'fuel cells']"
101119806,['surgery']
101119819,"['drug discovery', 'mortality', 'pathophysiology', 'critical care medicine']"
101119830,"['satellite technology', 'astronomy']"
101119852,"['wind power', 'energy conversion']"
101119855,"['manufacturing engineering', 'mortality', 'immunotherapy', 'transplantation', 'kidney diseases']"
101119865,['thermodynamic engineering']
101119873,"['surgery', 'oncology']"
101119878,"['behavioural psychology', 'cognitive neuroscience', 'alzheimer', 'physiotherapy', 'parkinson']"
101119880,"['gene therapy', 'innovation management', 'entrepreneurship', 'organ on a chip', 'genomes']"
101119884,"['manufacturing engineering', 'computational science', 'virtual reality', 'ceramics', 'artificial bone']"
101119891,"['artificial intelligence', 'data science', 'genetics', 'cell biology', 'electron microscopy']"
101119897,"['construction engineering', 'sustainable economy']"
101119901,"['phycology', 'mycology', 'agriculture']"
101119903,"['software', 'pollution']"
101119911,"['drug discovery', 'oncology', 'pathology', 'physiology', 'toxicology']"
101119913,"['chemical sciences', 'photovoltaic']"
101119916,"['ontology', 'software', 'databases', 'stroke']"
101119917,['sensors']
101119924,"['super resolution microscopy', 'machine learning', 'data processing', 'spectroscopy']"
101119927,"['mutation', 'leukemia']"
101119937,['ecosystems']
101119940,"['natural gas', 'agronomy', 'bioeconomy', 'biomass', 'forestry']"
101119941,['cardiac arrhythmia']
101119947,"['alcohols', 'catalysis', 'chemical engineering', 'machine learning', 'spectroscopy']"
101119951,"['microfluidics', 'biosensors', 'electrochemistry', 'mortality', 'bacteriology']"
101119956,"['proteins', 'catalysis']"
101119961,"['quantum physics', 'DNA', 'bioremediation', 'nanotechnology', 'microtechnology']"
101119963,"['biomolecules', 'biomaterials']"
101119968,"['autonomous vehicles', 'entrepreneurship', 'quantum computers']"
101119980,"['data science', 'microfluidics', 'proteomics', 'lipids', 'mass spectrometry']"
101119983,['coronaviruses']
101119985,"['sociology', 'terrorism', 'criminology']"
101120006,"['innovation management', 'grains and oilseeds', 'transition metals', 'alkaline earth metals', 'coating and films']"
101120014,"['thermodynamic engineering', 'big data', 'fluid dynamics', 'supercomputers', 'simulation software']"
101120054,"['physiotherapy', 'implants']"
101120060,"['public policies', 'governance', 'literature studies', 'democracy', 'human rights']"
101120061,"['polymer sciences', 'sustainable economy']"
101120068,['metallurgy']
101120085,"['neurobiology', 'dynamical systems']"
101120104,"['dairy', 'fertility']"
101120108,['pathology']
101120117,"['land management', 'global navigation satellite system', 'satellite technology', 'radar', 'drones']"
101120126,"['history', 'fertility', 'embryology']"
101120127,"['sociology', 'nongovernmental organizations', 'economics', 'planets', 'earth and related environmental sciences']"
101120135,"['automation', 'ecosystems']"
101120139,['employment']
101120146,"['soft matter physics', 'super resolution microscopy', 'nanomedicine', 'biophysics', 'spectroscopy']"
101120151,['electron microscopy']
101120165,"['bacteriology', 'phycology', 'DNA', 'entomology']"
101120168,"['pathophysiology', 'genetic engineering', 'proteins', 'molecular biology']"
101120172,['tribology']
101120186,"['DNA', 'biomolecules', 'sensors', 'oncology', 'nano-materials']"
101120187,"['pharmaceutical drugs', 'pandemics']"
101120218,['ontology']
101120236,"['data mining', 'wind power', 'machine learning']"
101120237,"['science and technology studies', 'climatic changes', 'computational intelligence']"
101120240,"['quantum physics', 'machine learning']"
101120250,"['public health', 'governance', 'social inequalities', 'ecosystems']"
101120256,"['biochemistry', 'mutation', 'neurology', 'philosophy']"
101120262,['photovoltaic']
101120270,"['internet of things', 'software', 'computer security', 'home automation']"
101120276,['robotics']
101120278,"['renewable energy', 'sustainable economy']"
101120280,"['drinking water treatment processes', 'phycology', 'evolutionary biology', 'ecosystems', 'biofuels']"
101120283,['oncology']
101120290,"['mortality', 'virology', 'coronaviruses', 'pathology']"
101120296,"['software', 'geometry']"
101120297,"['automation', 'revolutions']"
101120301,['energy and fuels']
101120311,"['electric batteries', 'transition metals', 'polymer sciences', 'coating and films', 'waste treatment processes']"
101120312,['virology']
101120323,"['artificial intelligence', 'knowledge engineering', 'industrial relations']"
101120332,"['fixed wireless network', 'radio technology']"
101120349,"['ancient history', 'entrepreneurship', 'arts']"
101120353,['semiconductivity']
101120360,['governance']
101120366,['entrepreneurship']
101120389,"['catalysis', 'energy and fuels']"
101120393,"['5G', 'software development', 'aeronautical engineering', 'machine learning', 'computer security']"
101120407,"['renewable energy', 'bacteriology', 'biomaterials', 'enzymes']"
101120408,"['neurobiology', 'internet of things', 'biophysics', 'robotics', 'ergonomics']"
101120422,"['software', 'topology', 'cryptography', 'photons']"
101120427,"['wastewater treatment processes', 'employment', 'energy and fuels']"
101120432,"['electric batteries', 'electric vehicles', 'entrepreneurship', 'polymer sciences', 'sustainable economy']"
101120449,"['food technology', 'databases', 'knowledge engineering', 'microbiology']"
101120454,"['fisheries', 'ecosystems', 'animal husbandry', 'climatic changes', 'embryology']"
101120507,"['entrepreneurship', 'vaccines', 'ecosystems']"
101120524,"['drug discovery', 'rheumatology', 'oncology']"
101120544,"['smart cities', 'automotive engineering', 'radar', 'sensors']"
101120555,['coating and films']
101120556,"['satellite technology', 'energy and fuels']"
101120560,['agriculture']
101120562,"['gene therapy', 'stem cells', 'RNA', 'genomes']"
101120606,"['artificial intelligence', 'software', 'computer security']"
101120640,"['productivity', 'robotics']"
101120651,"['graphene', 'optical sensors', 'laser physics']"
101120677,"['fibers', 'graphene', 'coating and films', 'drones', 'carbon fibers']"
101120684,"['ecosystems', 'computer security']"
101120688,"['ecosystems', 'computer security']"
101120706,"['alzheimer', 'graphene']"
101120726,"['artificial intelligence', 'data science', 'software', 'innovation management']"
101120727,"['physiotherapy', 'mathematical logic', 'psychology', 'mechatronics', 'robotics']"
101120731,"['software', 'automation']"
101120732,"['drones', 'sensors']"
101120763,"['evolutionary biology', 'postnatal care']"
101120779,"['ecosystems', 'computer security']"
101120823,"['mechatronics', 'sensors']"
101120832,"['graphene', 'textiles']"
101120853,"['automation', 'crisis management', 'computer security']"
101120938,"['5G', 'internet of things', 'graphene', 'optical sensors', 'network security']"
101120962,"['software', 'automation', 'computer security']"
101120990,"['ecosystems', 'agriculture', 'robotics']"
101121042,['ecosystems']
101121093,['ecosystems']
101121100,"['smart cities', 'ecosystems', 'catalysis', 'sustainable building']"
101121129,"['artificial intelligence', 'autonomous vehicles']"
101121149,['meteors']
101121152,['terrorism']
101121171,"['data protection', 'ecosystems', 'riots', 'public transport']"
101121182,"['terrorism', 'criminology']"
101121192,['history']
101121231,['ecosystems']
101121249,['climatic changes']
101121258,"['cognitive robots', 'computer vision', 'simulation software']"
101121269,"['productivity', 'criminology']"
101121280,"['mobile phones', 'law']"
101121281,"['nongovernmental organizations', 'law enforcement', 'corruption']"
101121288,['sensors']
101121308,"['global navigation satellite system', 'drones', 'sensors']"
101121309,['optical sensors']
101121338,"['artificial intelligence', 'terrorism', 'law enforcement', 'computer security']"
101121342,"['software', 'databases', 'sensors']"
101121345,"['sociology', 'ecosystems']"
101121356,"['nongovernmental organizations', 'climate change adaptation', 'crisis management', 'sustainable economy', 'machine learning']"
101121379,['leptons']
101121703,"['business models', 'ecosystems', 'sustainable economy']"
101121765,"['databases', 'structural engineering', 'railroad engineering', 'sustainable economy']"
101121840,"['freight transport', 'cartography', 'sustainable economy']"
101121842,"['aeronautical engineering', 'additive manufacturing']"
101121851,['freight transport']
101121853,['transport']
101121856,['ecosystems']
101122061,"['mining and mineral processing', 'catalysis', 'energy and fuels', 'sustainable economy', 'botany']"
101122101,"['software', 'productivity']"
101122151,"['liquid fuels', 'lipids', 'carbohydrates', 'sensors', 'biofuels']"
101122167,"['ecosystems', 'hydroelectricity']"
101122174,['history']
101122184,"['structural health monitoring', 'control systems', 'smart sensors', 'wind power', 'electric power transmission']"
101122203,"['recycling', 'coating and films', 'semiconductivity', 'photons']"
101122206,"['hydrocarbons', 'sustainable economy', 'energy conversion']"
101122208,"['transition metals', 'polymer sciences', 'materials engineering']"
101122212,"['petroleum', 'biofuels', 'biomass']"
101122224,"['bioreactors', 'photochemistry', 'bioeconomy', 'energy and fuels', 'climatic changes']"
101122231,"['sensors', 'desalination']"
101122256,"['ocean engineering', 'aircraft', 'wind power', 'law']"
101122257,"['materials engineering', 'energy and fuels', 'sustainable economy', 'biofuels', 'biomass']"
101122276,['solar physics']
101122277,"['recycling', 'transition metals', 'materials engineering', 'metalloids', 'photovoltaic']"
101122283,"['internet of things', 'photovoltaic', 'sustainable building']"
101122288,"['recycling', 'materials engineering']"
101122292,"['thermodynamics', 'catalysis', 'energy and fuels', 'biomass']"
101122298,"['recycling', 'transition metals', 'materials engineering', 'sensors', 'metalloids']"
101122303,"['energy and fuels', 'biofuels', 'biomass']"
101122311,"['structural health monitoring', 'satellite technology', 'sensors', 'ecosystems', 'hydroelectricity']"
101122323,"['public policies', 'solar energy', 'recycling', 'hydrocarbons', 'alcohols']"
101122327,"['colors', 'post-transition metals', 'photovoltaic']"
101122329,"['control systems', 'aircraft', 'wind power']"
101122332,"['recycling', 'transition metals', 'polymer sciences', 'materials engineering', 'metalloids']"
101122345,"['recycling', 'photovoltaic']"
101122348,"['natural language processing', 'essays', 'science and technology studies']"
101122357,"['irrigation', 'sensors', 'drainage basins', 'ecosystems', 'hydroelectricity']"
101122363,"['phycology', 'energy and fuels', 'carbon capture engineering', 'biofuels', 'biomass']"
101122484,['cognitive neuroscience']
101122510,['oncology']
101122542,"['anatomy and morphology', 'colors', 'social inequalities', 'ophthalmology']"
101122563,['nanophotonics']
101122583,"['quantum field theory', 'numerical analysis', 'theoretical physics']"
101122584,['agriculture']
101122595,"['virology', 'oncology']"
101122653,['software']
101122655,"['bacteriology', 'physiology']"
101122863,"['bacteriology', 'topology', 'statistical mechanics', 'chromosomes', 'heuristic programming']"
101122916,"['modern history', 'archaeometry', 'bioarchaeology']"
101122970,"['didactics', 'crystals', 'thermodynamic engineering', 'thermodynamics', 'multiphysics']"
101122976,"['ancient history', 'human trafficking', 'ecology', 'pandemics', 'social inequalities']"
101122990,"['space exploration', 'satellite technology', 'automation', 'fluid dynamics']"
101123000,"['social inequalities', 'machine learning']"
101123004,"['software', 'sensors']"
101123027,"['nano-materials', 'energy and fuels']"
101123031,"['software', 'automation', 'microscopy']"
101123037,"['quantum computers', 'sensors', 'photons']"
101123039,"['soil sciences', 'agricultural biotechnology', 'agronomy']"
101123041,"['volcanology', 'astrophysics', 'exoplanetology', 'observational astronomy', 'spectroscopy']"
101123050,['microelectronics']
101123066,['partial differential equations']
101123087,"['pharmaceutical drugs', 'metalloids']"
101123089,"['catalysis', 'chemical process engineering']"
101123091,"['ecosystems', 'civil society']"
101123099,"['sensors', 'robotics', 'implants']"
101123101,"['mathematical analysis', 'ophthalmology', 'geometry', 'photons', 'computational intelligence']"
101123104,['parkinson']
101123107,['history']
101123120,['virtual reality']
101123123,"['optoelectronics', 'topology', 'microscopy', 'pollution', 'catalysis']"
101123131,"['pharmaceutical drugs', 'toxicology']"
101123138,"['stem cells', 'leukemia', 'enzymes']"
101123147,['textiles']
101123148,['pollution']
101123150,"['databases', 'climatology']"
101123162,"['agriculture', 'invertebrate zoology']"
101123165,['RNA']
101123166,"['oncology', 'cells technologies']"
101123174,"['materials engineering', 'graph theory']"
101123175,"['physiotherapy', 'law']"
101123183,['obesity']
101123202,"['biosensors', 'proteins', 'oncology']"
101123203,"['linguistics', 'history', 'natural language processing', 'history of literature', 'digital humanities']"
101123215,"['drug discovery', 'infectious diseases', 'oncology', 'hepatology', 'transplantation']"
101123220,"['pathology', 'genomes']"
101123221,['alzheimer']
101123223,"['mathematical physics', 'statistical mechanics', 'functional analysis', 'geometry', 'partial differential equations']"
101123230,"['DNA', 'mutation', 'oncology']"
101123231,"['software', 'optical sensors']"
101123233,"['databases', 'satellite technology', 'ophthalmology', 'astrophysics', 'geology']"
101123238,['sensors']
101123245,"['software', 'physiotherapy']"
101123255,"['atomic physics', 'semiconductivity', 'spectroscopy']"
101123257,"['bioeconomy', 'fermentation']"
101123265,['cognitive neuroscience']
101123280,"['melanoma', 'immunotherapy', 'enzymes']"
101123291,"['software', 'planets', 'mobile phones', 'civil society', 'climatic changes']"
101123298,"['software', 'electric vehicles', 'hydrogen energy']"
101123326,"['internet of things', 'sustainable building']"
101123334,"['seismology', 'sensors']"
101123346,"['mutation', 'leukemia']"
101123353,"['colors', 'thermodynamics', 'pharmacokinetics']"
101123370,['mortality']
101123379,"['proteins', 'oncology']"
101123381,['inorganic compounds']
101123382,['pollution']
101123385,"['catalysis', 'aliphatic compounds']"
101123392,"['history', 'proteins', 'microscopy']"
101123405,"['proteins', 'mutation', 'oncology']"
101123406,"['energy and fuels', 'multiphysics']"
101123407,"['surgery', 'oncology', 'orthopaedics', 'implants']"
101123412,['textiles']
101123421,"['graphene', 'optical sensors', 'alcohols', 'metalloids']"
101123434,"['mobile phones', 'virtual reality']"
101123436,"['oncology', 'immunotherapy']"
101123468,"['polymer sciences', 'nanomedicine']"
101123478,"['semiconductivity', 'microelectronics', 'metalloids', 'nanophotonics']"
101123484,['governance']
101123485,"['arts', 'fertility']"
101123525,"['global navigation satellite system', 'satellite technology']"
101123544,"['linguistics', 'social psychology', 'psycholinguistics']"
101123556,"['smart cities', 'renewable energy', 'business models', 'ecosystems']"
101123564,"['bioreactors', 'polymer sciences']"
101123567,['optical networks']
101123661,['social psychology']
101123732,"['fluid mechanics', 'natural disasters', 'multiphysics', 'algebraic geometry', 'law']"
101123801,"['particle accelerator', 'colors', 'gluons', 'quarks']"
101123802,['atomic physics']
